Country,Date,Deaths
Bhutan,2021W24,0.0
Bolivia,2021W24,603.0
Bosnia and Herzegovina,2021W24,151.0
Botswana,2021W24,44.0
Brazil,2021W24,14522.0
Brunei,2021W24,0.0
Bulgaria,2021W24,91.0
Burkina Faso,2021W24,0.0
Burma,2021W24,17.0
Burundi,2021W24,0.0
Cabo Verde,2021W24,8.0
Cambodia,2021W24,94.0
Cameroon,2021W24,3.0
Central African Republic,2021W24,0.0
Chad,2021W24,0.0
Chile,2021W24,813.0
Colombia,2021W24,4143.0
Comoros,2021W24,0.0
Congo (Brazzaville),2021W24,1.0
Congo (Kinshasa),2021W24,39.0
Costa Rica,2021W24,151.0
Cote d'Ivoire,2021W24,1.0
Croatia,2021W24,37.0
Cuba,2021W24,73.0
Cyprus,2021W24,2.0
Czechia,2021W24,54.0
Denmark,2021W24,5.0
Diamond Princess,2021W24,0.0
Djibouti,2021W24,1.0
Dominica,2021W24,0.0
Dominican Republic,2021W24,49.0
Ecuador,2021W24,266.0
Egypt,2021W24,247.0
El Salvador,2021W24,35.0
Equatorial Guinea,2021W24,0.0
Eritrea,2021W24,3.0
Estonia,2021W24,1.0
Eswatini,2021W24,1.0
Ethiopia,2021W24,43.0
Fiji,2021W24,2.0
Finland,2021W24,2.0
France,2021W24,327.0
Gabon,2021W24,2.0
Gambia,2021W24,1.0
Georgia,2021W24,114.0
Germany,2021W24,454.0
Ghana,2021W24,4.0
Greece,2021W24,129.0
Grenada,2021W24,0.0
Guatemala,2021W24,206.0
Guinea,2021W24,1.0
Guinea-Bissau,2021W24,0.0
Guyana,2021W24,20.0
Haiti,2021W24,33.0
Holy See,2021W24,0.0
Honduras,2021W24,153.0
Hungary,2021W24,46.0
Iceland,2021W24,0.0
India,2021W24,16324.0
Indonesia,2021W24,1561.0
Iran,2021W24,943.0
Iraq,2021W24,170.0
Ireland,2021W24,38.0
Israel,2021W24,2.0
Italy,2021W24,277.0
Jamaica,2021W24,35.0
Japan,2021W24,362.0
Jordan,2021W24,74.0
Kazakhstan,2021W24,121.0
Kenya,2021W24,51.0
Kiribati,2021W24,0.0
"Korea, North",2021W24,0.0
"Korea, South",2021W24,17.0
Kosovo,2021W24,3.0
Kuwait,2021W24,45.0
Kyrgyzstan,2021W24,44.0
Laos,2021W24,0.0
Latvia,2021W24,42.0
Lebanon,2021W24,29.0
Lesotho,2021W24,3.0
Liberia,2021W24,2.0
Libya,2021W24,15.0
Liechtenstein,2021W24,0.0
Lithuania,2021W24,27.0
Luxembourg,2021W24,0.0
MS Zaandam,2021W24,0.0
Madagascar,2021W24,14.0
Malawi,2021W24,9.0
Malaysia,2021W24,504.0
Maldives,2021W24,10.0
Mali,2021W24,1.0
Malta,2021W24,1.0
Marshall Islands,2021W24,0.0
Mauritania,2021W24,5.0
Mauritius,2021W24,0.0
Mexico,2021W24,862.0
Micronesia,2021W24,0.0
Moldova,2021W24,16.0
Monaco,2021W24,0.0
Mongolia,2021W24,68.0
Montenegro,2021W24,7.0
Morocco,2021W24,30.0
Mozambique,2021W24,7.0
Namibia,2021W24,141.0
Nauru,2021W24,0.0
Nepal,2021W24,309.0
Netherlands,2021W24,17.0
New Zealand,2021W24,0.0
Nicaragua,2021W24,1.0
Niger,2021W24,1.0
Nigeria,2021W24,0.0
North Macedonia,2021W24,4.0
Norway,2021W24,1.0
Oman,2021W24,159.0
Pakistan,2021W24,251.0
Palau,2021W24,0.0
Panama,2021W24,29.0
Papua New Guinea,2021W24,9.0
Paraguay,2021W24,822.0
Peru,2021W24,1833.0
Philippines,2021W24,886.0
Poland,2021W24,261.0
Portugal,2021W24,17.0
Qatar,2021W24,6.0
Romania,2021W24,504.0
Russia,2021W24,2800.0
Rwanda,2021W24,9.0
Saint Kitts and Nevis,2021W24,1.0
Saint Lucia,2021W24,0.0
Saint Vincent and the Grenadines,2021W24,0.0
Samoa,2021W24,0.0
San Marino,2021W24,0.0
Sao Tome and Principe,2021W24,0.0
Saudi Arabia,2021W24,110.0
Senegal,2021W24,8.0
Serbia,2021W24,39.0
Seychelles,2021W24,10.0
Sierra Leone,2021W24,0.0
Singapore,2021W24,0.0
Slovakia,2021W24,42.0
Slovenia,2021W24,11.0
Solomon Islands,2021W24,0.0
Somalia,2021W24,1.0
South Africa,2021W24,884.0
South Sudan,2021W24,0.0
Spain,2021W24,151.0
Sri Lanka,2021W24,461.0
Sudan,2021W24,18.0
Summer Olympics 2020,2021W24,0.0
Suriname,2021W24,61.0
Sweden,2021W24,0.0
Switzerland,2021W24,14.0
Syria,2021W24,33.0
Taiwan*,2021W24,127.0
Tajikistan,2021W24,0.0
Tanzania,2021W24,0.0
Thailand,2021W24,178.0
Timor-Leste,2021W24,1.0
Togo,2021W24,1.0
Tonga,2021W24,0.0
Trinidad and Tobago,2021W24,76.0
Tunisia,2021W24,524.0
Turkey,2021W24,454.0
Tuvalu,2021W24,0.0
US,2021W24,2073.0
Uganda,2021W24,203.0
Ukraine,2021W24,384.0
United Arab Emirates,2021W24,28.0
United Kingdom,2021W24,109.0
Uruguay,2021W24,285.0
Uzbekistan,2021W24,13.0
Vanuatu,2021W24,0.0
Venezuela,2021W24,129.0
Vietnam,2021W24,6.0
West Bank and Gaza,2021W24,26.0
Winter Olympics 2022,2021W24,0.0
Yemen,2021W24,6.0
Zambia,2021W24,230.0
Zimbabwe,2021W24,34.0
Afghanistan,2021W25,564.0
Albania,2021W25,2.0
Algeria,2021W25,61.0
Andorra,2021W25,0.0
Angola,2021W25,31.0
Antarctica,2021W25,0.0
Antigua and Barbuda,2021W25,0.0
Argentina,2021W25,3575.0
Armenia,2021W25,10.0
Austria,2021W25,34.0
Azerbaijan,2021W25,6.0
Bahamas,2021W25,4.0
Bahrain,2021W25,44.0
Bangladesh,2021W25,587.0
Barbados,2021W25,0.0
Belarus,2021W25,68.0
Belgium,2021W25,28.0
Belize,2021W25,1.0
Benin,2021W25,1.0
Bhutan,2021W25,0.0
Bolivia,2021W25,463.0
Bosnia and Herzegovina,2021W25,25.0
Botswana,2021W25,155.0
Brazil,2021W25,11943.0
Brunei,2021W25,0.0
Bulgaria,2021W25,38.0
Burkina Faso,2021W25,1.0
Burma,2021W25,32.0
Burundi,2021W25,0.0
Cabo Verde,2021W25,5.0
Cambodia,2021W25,109.0
Cameroon,2021W25,7.0
Central African Republic,2021W25,0.0
Chad,2021W25,0.0
Chile,2021W25,771.0
Colombia,2021W25,4679.0
Comoros,2021W25,0.0
Congo (Brazzaville),2021W25,4.0
Congo (Kinshasa),2021W25,39.0
Costa Rica,2021W25,129.0
Cote d'Ivoire,2021W25,4.0
Croatia,2021W25,28.0
Cuba,2021W25,83.0
Cyprus,2021W25,0.0
Czechia,2021W25,18.0
Denmark,2021W25,1.0
Diamond Princess,2021W25,0.0
Djibouti,2021W25,0.0
Dominica,2021W25,0.0
Dominican Republic,2021W25,42.0
Ecuador,2021W25,201.0
Egypt,2021W25,233.0
El Salvador,2021W25,34.0
Equatorial Guinea,2021W25,1.0
Eritrea,2021W25,2.0
Estonia,2021W25,2.0
Eswatini,2021W25,1.0
Ethiopia,2021W25,29.0
Fiji,2021W25,9.0
Finland,2021W25,2.0
France,2021W25,214.0
Gabon,2021W25,1.0
Gambia,2021W25,0.0
Georgia,2021W25,107.0
Germany,2021W25,476.0
Ghana,2021W25,1.0
Greece,2021W25,112.0
Grenada,2021W25,0.0
Guatemala,2021W25,363.0
Guinea,2021W25,0.0
Guinea-Bissau,2021W25,0.0
Guyana,2021W25,18.0
Haiti,2021W25,32.0
Holy See,2021W25,0.0
Honduras,2021W25,157.0
Hungary,2021W25,30.0
Iceland,2021W25,0.0
India,2021W25,9043.0
Indonesia,2021W25,2438.0
Iran,2021W25,857.0
Iraq,2021W25,201.0
Ireland,2021W25,10.0
Israel,2021W25,2.0
Italy,2021W25,205.0
Jamaica,2021W25,26.0
Japan,2021W25,260.0
Jordan,2021W25,62.0
Kazakhstan,2021W25,80.0
Kenya,2021W25,127.0
Kiribati,2021W25,0.0
"Korea, North",2021W25,0.0
"Korea, South",2021W25,11.0
Kosovo,2021W25,5.0
Kuwait,2021W25,57.0
Kyrgyzstan,2021W25,46.0
Laos,2021W25,0.0
Latvia,2021W25,10.0
Lebanon,2021W25,22.0
Lesotho,2021W25,0.0
Liberia,2021W25,18.0
Libya,2021W25,12.0
Liechtenstein,2021W25,0.0
Lithuania,2021W25,14.0
Luxembourg,2021W25,0.0
MS Zaandam,2021W25,0.0
Madagascar,2021W25,10.0
Malawi,2021W25,13.0
Malaysia,2021W25,536.0
Maldives,2021W25,4.0
Mali,2021W25,1.0
Malta,2021W25,0.0
Marshall Islands,2021W25,0.0
Mauritania,2021W25,6.0
Mauritius,2021W25,0.0
Mexico,2021W25,1562.0
Micronesia,2021W25,0.0
Moldova,2021W25,15.0
Monaco,2021W25,0.0
Mongolia,2021W25,77.0
Montenegro,2021W25,4.0
Morocco,2021W25,36.0
Mozambique,2021W25,20.0
Namibia,2021W25,211.0
Nauru,2021W25,0.0
Nepal,2021W25,300.0
Netherlands,2021W25,14.0
New Zealand,2021W25,0.0
Nicaragua,2021W25,1.0
Niger,2021W25,0.0
Nigeria,2021W25,2.0
North Macedonia,2021W25,9.0
Norway,2021W25,2.0
Oman,2021W25,222.0
Pakistan,2021W25,271.0
Palau,2021W25,0.0
Panama,2021W25,46.0
Papua New Guinea,2021W25,0.0
Paraguay,2021W25,844.0
Peru,2021W25,1514.0
Philippines,2021W25,706.0
Poland,2021W25,151.0
Portugal,2021W25,21.0
Qatar,2021W25,6.0
Romania,2021W25,869.0
Russia,2021W25,3718.0
Rwanda,2021W25,32.0
Saint Kitts and Nevis,2021W25,2.0
Saint Lucia,2021W25,4.0
Saint Vincent and the Grenadines,2021W25,0.0
Samoa,2021W25,0.0
San Marino,2021W25,0.0
Sao Tome and Principe,2021W25,0.0
Saudi Arabia,2021W25,97.0
Senegal,2021W25,5.0
Serbia,2021W25,32.0
Seychelles,2021W25,3.0
Sierra Leone,2021W25,11.0
Singapore,2021W25,2.0
Slovakia,2021W25,27.0
Slovenia,2021W25,7.0
Solomon Islands,2021W25,0.0
Somalia,2021W25,0.0
South Africa,2021W25,1188.0
South Sudan,2021W25,0.0
Spain,2021W25,127.0
Sri Lanka,2021W25,371.0
Sudan,2021W25,13.0
Summer Olympics 2020,2021W25,0.0
Suriname,2021W25,45.0
Sweden,2021W25,45.0
Switzerland,2021W25,9.0
Syria,2021W25,23.0
Taiwan*,2021W25,85.0
Tajikistan,2021W25,0.0
Tanzania,2021W25,0.0
Thailand,2021W25,261.0
Timor-Leste,2021W25,2.0
Togo,2021W25,1.0
Tonga,2021W25,0.0
Trinidad and Tobago,2021W25,68.0
Tunisia,2021W25,619.0
Turkey,2021W25,402.0
Tuvalu,2021W25,0.0
US,2021W25,2099.0
Uganda,2021W25,242.0
Ukraine,2021W25,331.0
United Arab Emirates,2021W25,40.0
United Kingdom,2021W25,130.0
Uruguay,2021W25,233.0
Uzbekistan,2021W25,9.0
Vanuatu,2021W25,0.0
Venezuela,2021W25,112.0
Vietnam,2021W25,10.0
West Bank and Gaza,2021W25,6.0
Winter Olympics 2022,2021W25,0.0
Yemen,2021W25,5.0
Zambia,2021W25,372.0
Zimbabwe,2021W25,59.0
Afghanistan,2021W26,513.0
Albania,2021W26,0.0
Algeria,2021W26,60.0
Andorra,2021W26,0.0
Angola,2021W26,23.0
Antarctica,2021W26,0.0
Antigua and Barbuda,2021W26,0.0
Argentina,2021W26,3277.0
Armenia,2021W26,15.0
Austria,2021W26,15.0
Azerbaijan,2021W26,10.0
Bahamas,2021W26,1.0
Bahrain,2021W26,17.0
Bangladesh,2021W26,859.0
Barbados,2021W26,0.0
Belarus,2021W26,72.0
Belgium,2021W26,25.0
Belize,2021W26,1.0
Benin,2021W26,0.0
Bhutan,2021W26,0.0
Bolivia,2021W26,369.0
Bosnia and Herzegovina,2021W26,12.0
Botswana,2021W26,63.0
Brazil,2021W26,10881.0
Brunei,2021W26,0.0
Bulgaria,2021W26,57.0
Burkina Faso,2021W26,0.0
Burma,2021W26,94.0
Burundi,2021W26,0.0
Cabo Verde,2021W26,1.0
Cambodia,2021W26,173.0
Cameroon,2021W26,4.0
Central African Republic,2021W26,0.0
Chad,2021W26,0.0
Chile,2021W26,810.0
Colombia,2021W26,4300.0
Comoros,2021W26,0.0
Congo (Brazzaville),2021W26,1.0
Congo (Kinshasa),2021W26,33.0
Costa Rica,2021W26,84.0
Cote d'Ivoire,2021W26,4.0
Croatia,2021W26,18.0
Cuba,2021W26,106.0
Cyprus,2021W26,0.0
Czechia,2021W26,14.0
Denmark,2021W26,6.0
Diamond Princess,2021W26,0.0
Djibouti,2021W26,0.0
Dominica,2021W26,0.0
Dominican Republic,2021W26,56.0
Ecuador,2021W26,175.0
Egypt,2021W26,180.0
El Salvador,2021W26,36.0
Equatorial Guinea,2021W26,1.0
Eritrea,2021W26,4.0
Estonia,2021W26,0.0
Eswatini,2021W26,0.0
Ethiopia,2021W26,21.0
Fiji,2021W26,12.0
Finland,2021W26,0.0
France,2021W26,186.0
Gabon,2021W26,0.0
Gambia,2021W26,0.0
Georgia,2021W26,92.0
Germany,2021W26,261.0
Ghana,2021W26,2.0
Greece,2021W26,85.0
Grenada,2021W26,0.0
Guatemala,2021W26,411.0
Guinea,2021W26,4.0
Guinea-Bissau,2021W26,0.0
Guyana,2021W26,16.0
Haiti,2021W26,37.0
Holy See,2021W26,0.0
Honduras,2021W26,165.0
Hungary,2021W26,12.0
Iceland,2021W26,0.0
India,2021W26,6254.0
Indonesia,2021W26,3298.0
Iran,2021W26,916.0
Iraq,2021W26,220.0
Ireland,2021W26,11.0
Israel,2021W26,0.0
Italy,2021W26,179.0
Jamaica,2021W26,25.0
Japan,2021W26,177.0
Jordan,2021W26,51.0
Kazakhstan,2021W26,93.0
Kenya,2021W26,97.0
Kiribati,2021W26,0.0
"Korea, North",2021W26,0.0
"Korea, South",2021W26,13.0
Kosovo,2021W26,2.0
Kuwait,2021W26,86.0
Kyrgyzstan,2021W26,56.0
Laos,2021W26,0.0
Latvia,2021W26,23.0
Lebanon,2021W26,18.0
Lesotho,2021W26,0.0
Liberia,2021W26,20.0
Libya,2021W26,20.0
Liechtenstein,2021W26,0.0
Lithuania,2021W26,9.0
Luxembourg,2021W26,0.0
MS Zaandam,2021W26,0.0
Madagascar,2021W26,15.0
Malawi,2021W26,24.0
Malaysia,2021W26,550.0
Maldives,2021W26,4.0
Mali,2021W26,1.0
Malta,2021W26,0.0
Marshall Islands,2021W26,0.0
Mauritania,2021W26,3.0
Mauritius,2021W26,0.0
Mexico,2021W26,1059.0
Micronesia,2021W26,0.0
Moldova,2021W26,12.0
Monaco,2021W26,0.0
Mongolia,2021W26,54.0
Montenegro,2021W26,5.0
Morocco,2021W26,42.0
Mozambique,2021W26,30.0
Namibia,2021W26,281.0
Nauru,2021W26,0.0
Nepal,2021W26,223.0
Netherlands,2021W26,16.0
New Zealand,2021W26,0.0
Nicaragua,2021W26,1.0
Niger,2021W26,1.0
Nigeria,2021W26,2.0
North Macedonia,2021W26,2.0
Norway,2021W26,2.0
Oman,2021W26,292.0
Pakistan,2021W26,197.0
Palau,2021W26,0.0
Panama,2021W26,53.0
Papua New Guinea,2021W26,0.0
Paraguay,2021W26,870.0
Peru,2021W26,1240.0
Philippines,2021W26,819.0
Poland,2021W26,109.0
Portugal,2021W26,29.0
Qatar,2021W26,4.0
Romania,2021W26,748.0
Russia,2021W26,4508.0
Rwanda,2021W26,54.0
Saint Kitts and Nevis,2021W26,0.0
Saint Lucia,2021W26,0.0
Saint Vincent and the Grenadines,2021W26,0.0
Samoa,2021W26,0.0
San Marino,2021W26,0.0
Sao Tome and Principe,2021W26,0.0
Saudi Arabia,2021W26,103.0
Senegal,2021W26,8.0
Serbia,2021W26,26.0
Seychelles,2021W26,2.0
Sierra Leone,2021W26,11.0
Singapore,2021W26,0.0
Slovakia,2021W26,8.0
Slovenia,2021W26,0.0
Solomon Islands,2021W26,0.0
Somalia,2021W26,0.0
South Africa,2021W26,1729.0
South Sudan,2021W26,2.0
Spain,2021W26,132.0
Sri Lanka,2021W26,286.0
Sudan,2021W26,10.0
Summer Olympics 2020,2021W26,0.0
Suriname,2021W26,42.0
Sweden,2021W26,12.0
Switzerland,2021W26,4.0
Syria,2021W26,21.0
Taiwan*,2021W26,63.0
Tajikistan,2021W26,2.0
Tanzania,2021W26,0.0
Thailand,2021W26,312.0
Timor-Leste,2021W26,3.0
Togo,2021W26,2.0
Tonga,2021W26,0.0
Trinidad and Tobago,2021W26,79.0
Tunisia,2021W26,682.0
Turkey,2021W26,350.0
Tuvalu,2021W26,0.0
US,2021W26,1667.0
Uganda,2021W26,243.0
Ukraine,2021W26,262.0
United Arab Emirates,2021W26,39.0
United Kingdom,2021W26,183.0
Uruguay,2021W26,189.0
Uzbekistan,2021W26,18.0
Vanuatu,2021W26,0.0
Venezuela,2021W26,118.0
Vietnam,2021W26,10.0
West Bank and Gaza,2021W26,14.0
Winter Olympics 2022,2021W26,0.0
Yemen,2021W26,3.0
Zambia,2021W26,430.0
Zimbabwe,2021W26,134.0
Afghanistan,2021W27,531.0
Albania,2021W27,0.0
Algeria,2021W27,79.0
Andorra,2021W27,0.0
Angola,2021W27,19.0
Antarctica,2021W27,0.0
Antigua and Barbuda,2021W27,0.0
Argentina,2021W27,2907.0
Armenia,2021W27,21.0
Austria,2021W27,19.0
Azerbaijan,2021W27,7.0
Bahamas,2021W27,6.0
Bahrain,2021W27,18.0
Bangladesh,2021W27,1277.0
Barbados,2021W27,1.0
Belarus,2021W27,72.0
Belgium,2021W27,13.0
Belize,2021W27,0.0
Benin,2021W27,1.0
Bhutan,2021W27,0.0
Bolivia,2021W27,280.0
Bosnia and Herzegovina,2021W27,0.0
Botswana,2021W27,44.0
Brazil,2021W27,9261.0
Brunei,2021W27,0.0
Bulgaria,2021W27,56.0
Burkina Faso,2021W27,0.0
Burma,2021W27,372.0
Burundi,2021W27,0.0
Cabo Verde,2021W27,2.0
Cambodia,2021W27,185.0
Cameroon,2021W27,0.0
Central African Republic,2021W27,0.0
Chad,2021W27,0.0
Chile,2021W27,794.0
Colombia,2021W27,3984.0
Comoros,2021W27,0.0
Congo (Brazzaville),2021W27,1.0
Congo (Kinshasa),2021W27,35.0
Costa Rica,2021W27,87.0
Cote d'Ivoire,2021W27,3.0
Croatia,2021W27,12.0
Cuba,2021W27,153.0
Cyprus,2021W27,6.0
Czechia,2021W27,22.0
Denmark,2021W27,2.0
Diamond Princess,2021W27,0.0
Djibouti,2021W27,0.0
Dominica,2021W27,0.0
Dominican Republic,2021W27,37.0
Ecuador,2021W27,154.0
Egypt,2021W27,141.0
El Salvador,2021W27,42.0
Equatorial Guinea,2021W27,0.0
Eritrea,2021W27,4.0
Estonia,2021W27,1.0
Eswatini,2021W27,9.0
Ethiopia,2021W27,13.0
Fiji,2021W27,25.0
Finland,2021W27,2.0
France,2021W27,149.0
Gabon,2021W27,3.0
Gambia,2021W27,4.0
Georgia,2021W27,96.0
Germany,2021W27,183.0
Ghana,2021W27,3.0
Greece,2021W27,56.0
Grenada,2021W27,0.0
Guatemala,2021W27,269.0
Guinea,2021W27,4.0
Guinea-Bissau,2021W27,1.0
Guyana,2021W27,14.0
Haiti,2021W27,39.0
Holy See,2021W27,0.0
Honduras,2021W27,169.0
Hungary,2021W27,12.0
Iceland,2021W27,0.0
India,2021W27,6035.0
Indonesia,2021W27,5430.0
Iran,2021W27,1067.0
Iraq,2021W27,234.0
Ireland,2021W27,6.0
Israel,2021W27,7.0
Italy,2021W27,131.0
Jamaica,2021W27,32.0
Japan,2021W27,109.0
Jordan,2021W27,57.0
Kazakhstan,2021W27,175.0
Kenya,2021W27,50.0
Kiribati,2021W27,0.0
"Korea, North",2021W27,0.0
"Korea, South",2021W27,17.0
Kosovo,2021W27,6.0
Kuwait,2021W27,95.0
Kyrgyzstan,2021W27,66.0
Laos,2021W27,0.0
Latvia,2021W27,10.0
Lebanon,2021W27,14.0
Lesotho,2021W27,6.0
Liberia,2021W27,2.0
Libya,2021W27,27.0
Liechtenstein,2021W27,0.0
Lithuania,2021W27,8.0
Luxembourg,2021W27,1.0
MS Zaandam,2021W27,0.0
Madagascar,2021W27,7.0
Malawi,2021W27,37.0
Malaysia,2021W27,633.0
Maldives,2021W27,0.0
Mali,2021W27,2.0
Malta,2021W27,0.0
Marshall Islands,2021W27,0.0
Mauritania,2021W27,5.0
Mauritius,2021W27,0.0
Mexico,2021W27,1327.0
Micronesia,2021W27,0.0
Moldova,2021W27,13.0
Monaco,2021W27,0.0
Mongolia,2021W27,61.0
Montenegro,2021W27,6.0
Morocco,2021W27,45.0
Mozambique,2021W27,65.0
Namibia,2021W27,285.0
Nauru,2021W27,0.0
Nepal,2021W27,164.0
Netherlands,2021W27,9.0
New Zealand,2021W27,0.0
Nicaragua,2021W27,1.0
Niger,2021W27,0.0
Nigeria,2021W27,1.0
North Macedonia,2021W27,1.0
Norway,2021W27,2.0
Oman,2021W27,231.0
Pakistan,2021W27,174.0
Palau,2021W27,0.0
Panama,2021W27,60.0
Papua New Guinea,2021W27,4.0
Paraguay,2021W27,632.0
Peru,2021W27,1222.0
Philippines,2021W27,753.0
Poland,2021W27,76.0
Portugal,2021W27,36.0
Qatar,2021W27,7.0
Romania,2021W27,291.0
Russia,2021W27,4909.0
Rwanda,2021W27,86.0
Saint Kitts and Nevis,2021W27,0.0
Saint Lucia,2021W27,2.0
Saint Vincent and the Grenadines,2021W27,0.0
Samoa,2021W27,0.0
San Marino,2021W27,0.0
Sao Tome and Principe,2021W27,0.0
Saudi Arabia,2021W27,100.0
Senegal,2021W27,19.0
Serbia,2021W27,15.0
Seychelles,2021W27,11.0
Sierra Leone,2021W27,6.0
Singapore,2021W27,0.0
Slovakia,2021W27,6.0
Slovenia,2021W27,4.0
Solomon Islands,2021W27,0.0
Somalia,2021W27,0.0
South Africa,2021W27,2631.0
South Sudan,2021W27,0.0
Spain,2021W27,92.0
Sri Lanka,2021W27,276.0
Sudan,2021W27,0.0
Summer Olympics 2020,2021W27,0.0
Suriname,2021W27,34.0
Sweden,2021W27,12.0
Switzerland,2021W27,1.0
Syria,2021W27,11.0
Taiwan*,2021W27,50.0
Tajikistan,2021W27,10.0
Tanzania,2021W27,0.0
Thailand,2021W27,443.0
Timor-Leste,2021W27,1.0
Togo,2021W27,3.0
Tonga,2021W27,0.0
Trinidad and Tobago,2021W27,56.0
Tunisia,2021W27,983.0
Turkey,2021W27,318.0
Tuvalu,2021W27,0.0
US,2021W27,1583.0
Uganda,2021W27,979.0
Ukraine,2021W27,214.0
United Arab Emirates,2021W27,29.0
United Kingdom,2021W27,270.0
Uruguay,2021W27,144.0
Uzbekistan,2021W27,22.0
Vanuatu,2021W27,0.0
Venezuela,2021W27,105.0
Vietnam,2021W27,28.0
West Bank and Gaza,2021W27,10.0
Winter Olympics 2022,2021W27,0.0
Yemen,2021W27,5.0
Zambia,2021W27,378.0
Zimbabwe,2021W27,267.0
Afghanistan,2021W28,460.0
Albania,2021W28,0.0
Algeria,2021W28,98.0
Andorra,2021W28,0.0
Angola,2021W28,25.0
Antarctica,2021W28,0.0
Antigua and Barbuda,2021W28,0.0
Argentina,2021W28,2933.0
Armenia,2021W28,17.0
Austria,2021W28,12.0
Azerbaijan,2021W28,7.0
Bahamas,2021W28,21.0
Bahrain,2021W28,4.0
Bangladesh,2021W28,1480.0
Barbados,2021W28,0.0
Belarus,2021W28,69.0
Belgium,2021W28,11.0
Belize,2021W28,2.0
Benin,2021W28,2.0
Bhutan,2021W28,1.0
Bolivia,2021W28,243.0
Bosnia and Herzegovina,2021W28,10.0
Botswana,2021W28,72.0
Brazil,2021W28,8811.0
Brunei,2021W28,0.0
Bulgaria,2021W28,29.0
Burkina Faso,2021W28,1.0
Burma,2021W28,1013.0
Burundi,2021W28,0.0
Cabo Verde,2021W28,6.0
Cambodia,2021W28,195.0
Cameroon,2021W28,6.0
Central African Republic,2021W28,0.0
Chad,2021W28,0.0
Chile,2021W28,636.0
Colombia,2021W28,3533.0
Comoros,2021W28,1.0
Congo (Brazzaville),2021W28,5.0
Congo (Kinshasa),2021W28,4.0
Costa Rica,2021W28,101.0
Cote d'Ivoire,2021W28,2.0
Croatia,2021W28,9.0
Cuba,2021W28,353.0
Cyprus,2021W28,4.0
Czechia,2021W28,5.0
Denmark,2021W28,3.0
Diamond Princess,2021W28,0.0
Djibouti,2021W28,0.0
Dominica,2021W28,0.0
Dominican Republic,2021W28,26.0
Ecuador,2021W28,119.0
Egypt,2021W28,56.0
El Salvador,2021W28,45.0
Equatorial Guinea,2021W28,1.0
Eritrea,2021W28,1.0
Estonia,2021W28,1.0
Eswatini,2021W28,16.0
Ethiopia,2021W28,11.0
Fiji,2021W28,33.0
Finland,2021W28,5.0
France,2021W28,129.0
Gabon,2021W28,0.0
Gambia,2021W28,3.0
Georgia,2021W28,95.0
Germany,2021W28,147.0
Ghana,2021W28,11.0
Greece,2021W28,53.0
Grenada,2021W28,0.0
Guatemala,2021W28,210.0
Guinea,2021W28,10.0
Guinea-Bissau,2021W28,2.0
Guyana,2021W28,17.0
Haiti,2021W28,25.0
Holy See,2021W28,0.0
Honduras,2021W28,177.0
Hungary,2021W28,11.0
Iceland,2021W28,0.0
India,2021W28,5569.0
Indonesia,2021W28,7032.0
Iran,2021W28,1272.0
Iraq,2021W28,274.0
Ireland,2021W28,12.0
Israel,2021W28,11.0
Italy,2021W28,96.0
Jamaica,2021W28,39.0
Japan,2021W28,95.0
Jordan,2021W28,61.0
Kazakhstan,2021W28,239.0
Kenya,2021W28,39.0
Kiribati,2021W28,0.0
"Korea, North",2021W28,0.0
"Korea, South",2021W28,14.0
Kosovo,2021W28,0.0
Kuwait,2021W28,111.0
Kyrgyzstan,2021W28,72.0
Laos,2021W28,1.0
Latvia,2021W28,7.0
Lebanon,2021W28,11.0
Lesotho,2021W28,4.0
Liberia,2021W28,13.0
Libya,2021W28,21.0
Liechtenstein,2021W28,0.0
Lithuania,2021W28,6.0
Luxembourg,2021W28,1.0
MS Zaandam,2021W28,0.0
Madagascar,2021W28,8.0
Malawi,2021W28,83.0
Malaysia,2021W28,799.0
Maldives,2021W28,3.0
Mali,2021W28,2.0
Malta,2021W28,0.0
Marshall Islands,2021W28,0.0
Mauritania,2021W28,14.0
Mauritius,2021W28,1.0
Mexico,2021W28,1333.0
Micronesia,2021W28,0.0
Moldova,2021W28,16.0
Monaco,2021W28,0.0
Mongolia,2021W28,33.0
Montenegro,2021W28,3.0
Morocco,2021W28,74.0
Mozambique,2021W28,137.0
Namibia,2021W28,556.0
Nauru,2021W28,0.0
Nepal,2021W28,165.0
Netherlands,2021W28,10.0
New Zealand,2021W28,0.0
Nicaragua,2021W28,1.0
Niger,2021W28,0.0
Nigeria,2021W28,4.0
North Macedonia,2021W28,0.0
Norway,2021W28,0.0
Oman,2021W28,127.0
Pakistan,2021W28,199.0
Palau,2021W28,0.0
Panama,2021W28,70.0
Papua New Guinea,2021W28,2.0
Paraguay,2021W28,363.0
Peru,2021W28,1817.0
Philippines,2021W28,782.0
Poland,2021W28,53.0
Portugal,2021W28,51.0
Qatar,2021W28,0.0
Romania,2021W28,36.0
Russia,2021W28,5326.0
Rwanda,2021W28,87.0
Saint Kitts and Nevis,2021W28,0.0
Saint Lucia,2021W28,1.0
Saint Vincent and the Grenadines,2021W28,0.0
Samoa,2021W28,0.0
San Marino,2021W28,0.0
Sao Tome and Principe,2021W28,0.0
Saudi Arabia,2021W28,100.0
Senegal,2021W28,24.0
Serbia,2021W28,10.0
Seychelles,2021W28,7.0
Sierra Leone,2021W28,5.0
Singapore,2021W28,0.0
